employee_id,employee_name,employment_group_id,employment_group_name,employee_skill_groups,day_index,date,bucket_index,time_local,skill_group_id,skill_group_name,work
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",3,2026-01-08,31,15:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",3,2026-01-08,32,16:00,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",3,2026-01-08,33,16:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",3,2026-01-08,34,17:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",3,2026-01-08,35,17:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",4,2026-01-09,18,09:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",4,2026-01-09,19,09:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",4,2026-01-09,20,10:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",4,2026-01-09,21,10:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",4,2026-01-09,22,11:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",4,2026-01-09,23,11:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",4,2026-01-09,24,12:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",4,2026-01-09,25,12:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",4,2026-01-09,26,13:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",4,2026-01-09,27,13:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",4,2026-01-09,28,14:00,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",4,2026-01-09,29,14:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",4,2026-01-09,30,15:00,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",4,2026-01-09,31,15:30,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",4,2026-01-09,32,16:00,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",4,2026-01-09,33,16:30,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",7,2026-01-12,18,09:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",7,2026-01-12,19,09:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",7,2026-01-12,20,10:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",7,2026-01-12,21,10:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",7,2026-01-12,22,11:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",7,2026-01-12,23,11:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",7,2026-01-12,24,12:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",7,2026-01-12,25,12:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",7,2026-01-12,26,13:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",7,2026-01-12,27,13:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",7,2026-01-12,28,14:00,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",7,2026-01-12,29,14:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",7,2026-01-12,30,15:00,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",7,2026-01-12,31,15:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",7,2026-01-12,32,16:00,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",7,2026-01-12,33,16:30,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",8,2026-01-13,20,10:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",8,2026-01-13,21,10:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",8,2026-01-13,22,11:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",8,2026-01-13,23,11:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",8,2026-01-13,24,12:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",8,2026-01-13,25,12:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",8,2026-01-13,26,13:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",8,2026-01-13,27,13:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",8,2026-01-13,28,14:00,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",8,2026-01-13,29,14:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",8,2026-01-13,30,15:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",8,2026-01-13,31,15:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",8,2026-01-13,32,16:00,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",8,2026-01-13,34,17:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",8,2026-01-13,35,17:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",9,2026-01-14,20,10:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",9,2026-01-14,21,10:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",9,2026-01-14,22,11:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",9,2026-01-14,23,11:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",9,2026-01-14,24,12:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",9,2026-01-14,25,12:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",9,2026-01-14,26,13:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",9,2026-01-14,27,13:30,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",9,2026-01-14,28,14:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",9,2026-01-14,29,14:30,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",9,2026-01-14,30,15:00,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",9,2026-01-14,31,15:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",9,2026-01-14,32,16:00,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",9,2026-01-14,33,16:30,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",9,2026-01-14,34,17:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",9,2026-01-14,35,17:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",10,2026-01-15,20,10:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",10,2026-01-15,21,10:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",10,2026-01-15,22,11:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",10,2026-01-15,23,11:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",10,2026-01-15,24,12:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",10,2026-01-15,25,12:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",10,2026-01-15,26,13:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",10,2026-01-15,27,13:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",10,2026-01-15,28,14:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",10,2026-01-15,29,14:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",10,2026-01-15,30,15:00,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",10,2026-01-15,31,15:30,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",10,2026-01-15,32,16:00,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",10,2026-01-15,33,16:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",10,2026-01-15,34,17:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",10,2026-01-15,35,17:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",11,2026-01-16,18,09:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",11,2026-01-16,19,09:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",11,2026-01-16,20,10:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",11,2026-01-16,21,10:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",11,2026-01-16,22,11:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",11,2026-01-16,23,11:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",11,2026-01-16,24,12:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",11,2026-01-16,25,12:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",11,2026-01-16,26,13:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",11,2026-01-16,27,13:30,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",11,2026-01-16,28,14:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",11,2026-01-16,29,14:30,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",11,2026-01-16,30,15:00,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",11,2026-01-16,31,15:30,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",11,2026-01-16,32,16:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",11,2026-01-16,33,16:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",14,2026-01-19,20,10:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",14,2026-01-19,21,10:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",14,2026-01-19,22,11:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",14,2026-01-19,23,11:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",14,2026-01-19,24,12:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",14,2026-01-19,25,12:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",14,2026-01-19,26,13:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",14,2026-01-19,27,13:30,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",14,2026-01-19,28,14:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",14,2026-01-19,29,14:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",14,2026-01-19,30,15:00,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",14,2026-01-19,31,15:30,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",14,2026-01-19,32,16:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",14,2026-01-19,33,16:30,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",14,2026-01-19,34,17:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",14,2026-01-19,35,17:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",15,2026-01-20,18,09:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",15,2026-01-20,19,09:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",15,2026-01-20,20,10:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",15,2026-01-20,21,10:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",15,2026-01-20,22,11:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",15,2026-01-20,23,11:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",15,2026-01-20,24,12:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",15,2026-01-20,25,12:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",15,2026-01-20,26,13:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",15,2026-01-20,27,13:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",15,2026-01-20,28,14:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",15,2026-01-20,29,14:30,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",15,2026-01-20,30,15:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",15,2026-01-20,31,15:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",15,2026-01-20,32,16:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",15,2026-01-20,33,16:30,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",16,2026-01-21,18,09:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",16,2026-01-21,19,09:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",16,2026-01-21,20,10:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",16,2026-01-21,21,10:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",16,2026-01-21,22,11:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",16,2026-01-21,23,11:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",16,2026-01-21,24,12:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",16,2026-01-21,25,12:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",16,2026-01-21,26,13:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",16,2026-01-21,27,13:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",16,2026-01-21,28,14:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",16,2026-01-21,29,14:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",16,2026-01-21,30,15:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",16,2026-01-21,31,15:30,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",16,2026-01-21,32,16:00,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",16,2026-01-21,33,16:30,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",17,2026-01-22,20,10:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",17,2026-01-22,21,10:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",17,2026-01-22,22,11:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",17,2026-01-22,23,11:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",17,2026-01-22,24,12:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",17,2026-01-22,25,12:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",17,2026-01-22,26,13:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",17,2026-01-22,27,13:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",17,2026-01-22,28,14:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",17,2026-01-22,29,14:30,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",17,2026-01-22,30,15:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",17,2026-01-22,31,15:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",17,2026-01-22,32,16:00,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",17,2026-01-22,33,16:30,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",17,2026-01-22,34,17:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",17,2026-01-22,35,17:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",18,2026-01-23,18,09:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",18,2026-01-23,19,09:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",18,2026-01-23,20,10:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",18,2026-01-23,21,10:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",18,2026-01-23,22,11:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",18,2026-01-23,23,11:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",18,2026-01-23,24,12:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",18,2026-01-23,25,12:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",18,2026-01-23,26,13:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",18,2026-01-23,27,13:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",18,2026-01-23,28,14:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",18,2026-01-23,29,14:30,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",18,2026-01-23,30,15:00,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",18,2026-01-23,31,15:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",18,2026-01-23,32,16:00,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",18,2026-01-23,33,16:30,billing_c,billing-c,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",21,2026-01-26,18,09:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",21,2026-01-26,19,09:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",21,2026-01-26,20,10:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",21,2026-01-26,21,10:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",21,2026-01-26,22,11:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",21,2026-01-26,23,11:30,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",21,2026-01-26,24,12:00,billing_v,billing-v,1
A01,Agent A01,full_time,Full Time,"billing-c, billing-v",21,2026-01-26,25,12:30,billing_v,billing-v,1
